image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00551.jpg,0.997544,0.000258,0.000035,0.000349,0.000028,0.001755,0.000001,0.000031
img_00564.jpg,0.009585,0.000869,0.000132,0.000133,0.985283,0.001363,0.000052,0.002585
img_00575.jpg,0.418868,0.001066,0.000033,0.000129,0.000068,0.000287,0.000088,0.579462
img_00582.jpg,0.970775,0.000026,0.000068,0.000213,0.000174,0.028612,0.000002,0.000131
img_00584.jpg,0.997887,0.000009,0.000011,0.000002,0.000708,0.000027,0.000005,0.001352
img_00587.jpg,0.614715,0.000159,0.000005,0.000009,0.000112,0.000609,0.000001,0.384390
img_00590.jpg,0.283375,0.007823,0.000059,0.000059,0.000151,0.000218,0.000916,0.707399
img_00591.jpg,0.993965,0.000235,0.000009,0.000042,0.000068,0.003399,0.000028,0.002254
img_00598.jpg,0.989134,0.009617,0.000027,0.000055,0.000110,0.000019,0.000000,0.001037
img_00599.jpg,0.971888,0.018493,0.000017,0.000067,0.000139,0.000180,0.000015,0.009201
img_00612.jpg,0.637864,0.006682,0.000392,0.010897,0.000257,0.340344,0.000037,0.003527
img_00618.jpg,0.788965,0.000397,0.000049,0.000012,0.210428,0.000096,0.000009,0.000044
img_00620.jpg,0.999003,0.000044,0.000227,0.000479,0.000102,0.000119,0.000001,0.000024
img_00642.jpg,0.006209,0.000365,0.000247,0.992057,0.000035,0.000803,0.000077,0.000207
img_00646.jpg,0.000020,0.000186,0.001019,0.000000,0.000004,0.000019,0.000003,0.998748
img_00648.jpg,0.999830,0.000009,0.000009,0.000013,0.000049,0.000007,0.000013,0.000070
img_00650.jpg,0.841575,0.000355,0.000132,0.000442,0.000166,0.156173,0.000682,0.000475
img_00654.jpg,0.996931,0.000690,0.000135,0.000150,0.000819,0.000525,0.000038,0.000712
img_00664.jpg,0.993914,0.002347,0.000010,0.000002,0.003582,0.000005,0.000001,0.000139
img_00667.jpg,0.022335,0.330119,0.000648,0.000437,0.321774,0.000141,0.000288,0.324258
img_00676.jpg,0.024693,0.293722,0.000436,0.000248,0.168293,0.000242,0.000344,0.512024
img_00697.jpg,0.000001,0.000014,0.000010,0.000000,0.000000,0.000000,0.000000,0.999975
img_00708.jpg,0.871548,0.001275,0.000063,0.000778,0.000241,0.077527,0.000303,0.048266
img_00716.jpg,0.129359,0.002239,0.000763,0.000199,0.000488,0.129217,0.002226,0.735509
img_00717.jpg,0.901394,0.014768,0.000103,0.000345,0.000031,0.083143,0.000004,0.000213
img_00718.jpg,0.999633,0.000044,0.000008,0.000021,0.000021,0.000224,0.000000,0.000048
img_00723.jpg,0.135892,0.001305,0.000090,0.000083,0.857166,0.000039,0.000163,0.005262
img_00724.jpg,0.400757,0.000712,0.002390,0.000361,0.004108,0.000267,0.059777,0.531627
img_00726.jpg,0.998367,0.001536,0.000001,0.000006,0.000017,0.000035,0.000005,0.000032
img_00729.jpg,0.997314,0.000002,0.000005,0.000003,0.002619,0.000006,0.000038,0.000013
img_00730.jpg,0.004903,0.000066,0.000008,0.000001,0.000002,0.000001,0.000003,0.995015
img_00757.jpg,0.989783,0.000160,0.000074,0.000125,0.009440,0.000260,0.000005,0.000153
img_00760.jpg,0.162157,0.002158,0.005433,0.794347,0.000188,0.004004,0.020144,0.011567
img_00763.jpg,0.001108,0.000699,0.000049,0.000016,0.912632,0.000016,0.000003,0.085477
img_00764.jpg,0.029249,0.042878,0.003561,0.000123,0.008040,0.000179,0.000033,0.915938
img_00765.jpg,0.013599,0.004115,0.000538,0.933234,0.000312,0.034565,0.000160,0.013476
img_00772.jpg,0.000045,0.000072,0.006297,0.000001,0.000037,0.000003,0.000002,0.993543
img_00773.jpg,0.990737,0.000677,0.005103,0.001902,0.000197,0.001268,0.000004,0.000112
img_00777.jpg,0.858290,0.121013,0.000023,0.000035,0.001924,0.018592,0.000003,0.000120
img_00780.jpg,0.000885,0.001665,0.000276,0.000006,0.000031,0.000622,0.000061,0.996455
img_00798.jpg,0.994862,0.003639,0.000019,0.000041,0.000094,0.001151,0.000000,0.000194
img_00808.jpg,0.998943,0.000725,0.000015,0.000047,0.000047,0.000023,0.000000,0.000200
img_00816.jpg,0.999399,0.000004,0.000003,0.000003,0.000560,0.000011,0.000000,0.000019
img_00828.jpg,0.010908,0.000038,0.000002,0.000003,0.988711,0.000032,0.000004,0.000302
img_00833.jpg,0.945382,0.000796,0.000080,0.000497,0.000079,0.019749,0.000020,0.033398
img_00837.jpg,0.988106,0.001836,0.000109,0.000772,0.004280,0.001068,0.000037,0.003793
img_00855.jpg,0.992929,0.000157,0.000059,0.000019,0.000044,0.000027,0.000000,0.006764
img_00857.jpg,0.998851,0.000037,0.000010,0.000003,0.000888,0.000014,0.000004,0.000194
img_00858.jpg,0.999124,0.000098,0.000001,0.000020,0.000408,0.000325,0.000001,0.000022
img_00865.jpg,0.977222,0.022546,0.000017,0.000061,0.000025,0.000059,0.000001,0.000068
img_00876.jpg,0.003698,0.505233,0.000477,0.000236,0.176900,0.000121,0.000154,0.313182
img_00889.jpg,0.000066,0.000411,0.132002,0.000002,0.000039,0.000199,0.000006,0.867275
img_00894.jpg,0.722311,0.037096,0.002256,0.000060,0.185238,0.000194,0.000125,0.052721
img_00902.jpg,0.000028,0.000091,0.000012,0.000001,0.000000,0.000004,0.999754,0.000110
img_00914.jpg,0.045964,0.000151,0.002963,0.000016,0.060131,0.000061,0.000020,0.890694
img_00921.jpg,0.630464,0.001278,0.000221,0.000836,0.014216,0.224673,0.071129,0.057184
img_00927.jpg,0.110288,0.003168,0.000013,0.000011,0.000036,0.000034,0.000097,0.886354
img_00943.jpg,0.999799,0.000019,0.000001,0.000002,0.000104,0.000004,0.000007,0.000064
img_00948.jpg,0.545528,0.018875,0.006275,0.000084,0.371721,0.000065,0.000085,0.057367
img_00950.jpg,0.000330,0.000024,0.000686,0.000005,0.998663,0.000053,0.000002,0.000237
img_00959.jpg,0.998781,0.000001,0.000000,0.000001,0.001210,0.000003,0.000001,0.000002
img_00962.jpg,0.000011,0.000060,0.001398,0.000000,0.000003,0.000001,0.000000,0.998526
img_00964.jpg,0.000007,0.003183,0.995630,0.000000,0.000028,0.000003,0.000002,0.001146
img_00966.jpg,0.998514,0.000036,0.000001,0.000002,0.001415,0.000008,0.000005,0.000020
img_00974.jpg,0.906371,0.092785,0.000013,0.000046,0.000012,0.000674,0.000000,0.000098
img_00979.jpg,0.228496,0.014028,0.000891,0.000064,0.000133,0.001135,0.000020,0.755233
img_00982.jpg,0.381544,0.035532,0.001100,0.000136,0.003721,0.043832,0.001394,0.532742
img_00985.jpg,0.990162,0.005420,0.000060,0.000122,0.000921,0.002813,0.000080,0.000422
img_00999.jpg,0.999811,0.000044,0.000001,0.000002,0.000041,0.000038,0.000000,0.000062
img_01022.jpg,0.999005,0.000018,0.000020,0.000103,0.000723,0.000085,0.000001,0.000045
img_01031.jpg,0.830996,0.000144,0.006870,0.000517,0.000271,0.161130,0.000013,0.000060
img_01035.jpg,0.847965,0.136916,0.000228,0.000482,0.000493,0.013258,0.000021,0.000637
img_01043.jpg,0.064952,0.000014,0.000020,0.000020,0.932781,0.000014,0.000006,0.002193
img_01058.jpg,0.994341,0.000079,0.000031,0.000011,0.000493,0.000015,0.000009,0.005020
img_01059.jpg,0.946774,0.004391,0.000008,0.000100,0.000010,0.047179,0.000008,0.001531
img_01090.jpg,0.016677,0.001705,0.000042,0.000003,0.981242,0.000002,0.000003,0.000326
img_01102.jpg,0.900088,0.036989,0.001850,0.000151,0.005511,0.000046,0.000021,0.055344
img_01103.jpg,0.145297,0.464199,0.142060,0.003457,0.000470,0.000194,0.003827,0.240496
img_01116.jpg,0.973840,0.024704,0.000028,0.000066,0.000112,0.001134,0.000000,0.000116
img_01134.jpg,0.989573,0.000323,0.000093,0.001817,0.000045,0.007952,0.000013,0.000184
img_01142.jpg,0.999702,0.000023,0.000027,0.000007,0.000182,0.000043,0.000000,0.000014
img_01168.jpg,0.055480,0.063539,0.001238,0.596868,0.000699,0.213060,0.000405,0.068711
img_01171.jpg,0.003212,0.000403,0.000052,0.000010,0.781102,0.000008,0.000004,0.215210
img_01177.jpg,0.999233,0.000041,0.000072,0.000008,0.000569,0.000049,0.000001,0.000027
img_01179.jpg,0.999817,0.000008,0.000005,0.000023,0.000042,0.000098,0.000000,0.000007
img_01188.jpg,0.011181,0.011343,0.000615,0.919403,0.000357,0.026765,0.000283,0.030054
img_01198.jpg,0.010962,0.000243,0.000132,0.000004,0.984984,0.000004,0.000005,0.003666
img_01204.jpg,0.025096,0.263158,0.000324,0.000229,0.444197,0.000129,0.000321,0.266545
img_01208.jpg,0.000205,0.000004,0.000024,0.000001,0.998773,0.000011,0.000000,0.000983
img_01211.jpg,0.999730,0.000010,0.000001,0.000002,0.000020,0.000001,0.000005,0.000231
img_01213.jpg,0.992698,0.002199,0.000208,0.001080,0.000487,0.000264,0.000128,0.002937
img_01222.jpg,0.960076,0.016844,0.000346,0.000537,0.000063,0.000905,0.000011,0.021218
img_01224.jpg,0.069878,0.071877,0.000243,0.000025,0.000265,0.011860,0.000004,0.845848
img_01237.jpg,0.109321,0.000006,0.000035,0.000018,0.890486,0.000032,0.000037,0.000064
img_01249.jpg,0.076719,0.000037,0.000011,0.000004,0.923194,0.000013,0.000002,0.000019
img_01253.jpg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
img_01286.jpg,0.138332,0.000114,0.008068,0.000317,0.498949,0.012046,0.000209,0.341965
img_01289.jpg,0.837252,0.004001,0.000081,0.000186,0.000066,0.151913,0.000117,0.006383
img_01325.jpg,0.004882,0.593569,0.000888,0.000027,0.398504,0.000040,0.000030,0.002062
img_01328.jpg,0.905573,0.039916,0.000269,0.002130,0.004427,0.019474,0.000854,0.027358
img_01366.jpg,0.940962,0.000152,0.000101,0.001087,0.000099,0.057095,0.000030,0.000474
img_01371.jpg,0.763334,0.010022,0.000182,0.000085,0.216127,0.000126,0.000018,0.010106
img_01373.jpg,0.668746,0.001347,0.000128,0.000064,0.328481,0.000846,0.000006,0.000382
img_01377.jpg,0.049397,0.001502,0.000034,0.000013,0.948605,0.000194,0.000014,0.000240
img_01379.jpg,0.996902,0.000144,0.000038,0.000213,0.000190,0.002297,0.000007,0.000209
img_01384.jpg,0.848252,0.023674,0.000321,0.000385,0.000228,0.013313,0.000073,0.113753
img_01388.jpg,0.999153,0.000305,0.000006,0.000009,0.000151,0.000117,0.000001,0.000258
img_01392.jpg,0.000010,0.004005,0.995792,0.000000,0.000039,0.000002,0.000001,0.000152
img_01399.jpg,0.000519,0.600728,0.210497,0.000060,0.009564,0.000468,0.000021,0.178143
img_01404.jpg,0.987483,0.012227,0.000002,0.000022,0.000008,0.000220,0.000000,0.000038
img_01405.jpg,0.999302,0.000008,0.000079,0.000111,0.000073,0.000382,0.000000,0.000045
img_01413.jpg,0.999733,0.000036,0.000007,0.000021,0.000076,0.000009,0.000000,0.000117
img_01426.jpg,0.750273,0.246775,0.000032,0.000230,0.000009,0.001173,0.000793,0.000715
img_01431.jpg,0.010852,0.001924,0.001610,0.981254,0.000083,0.000553,0.002025,0.001699
img_01441.jpg,0.000004,0.000019,0.000005,0.000000,0.000001,0.000063,0.000001,0.999908
img_01444.jpg,0.927956,0.000451,0.000015,0.000051,0.000202,0.002353,0.000021,0.068952
img_01490.jpg,0.000013,0.000013,0.999923,0.000000,0.000003,0.000000,0.000000,0.000046
img_01495.jpg,0.902624,0.001197,0.000201,0.000202,0.000799,0.000382,0.000004,0.094591
img_01505.jpg,0.010234,0.571357,0.000456,0.000221,0.142184,0.000205,0.000285,0.275057
img_01511.jpg,0.998726,0.000095,0.000284,0.000375,0.000169,0.000315,0.000001,0.000034
img_01519.jpg,0.916037,0.011255,0.000151,0.003702,0.000173,0.003298,0.000280,0.065105
img_01530.jpg,0.822633,0.000114,0.000163,0.000018,0.173562,0.000023,0.000028,0.003459
img_01537.jpg,0.970603,0.000042,0.000210,0.000239,0.000319,0.028096,0.000017,0.000474
img_01538.jpg,0.935916,0.000066,0.000289,0.000596,0.000127,0.062869,0.000006,0.000131
img_01541.jpg,0.003483,0.004914,0.000136,0.000029,0.958431,0.004280,0.000097,0.028630
img_01543.jpg,0.992410,0.000005,0.000598,0.000006,0.006150,0.000007,0.000019,0.000806
img_01548.jpg,0.999074,0.000009,0.000007,0.000004,0.000866,0.000012,0.000001,0.000027
img_01552.jpg,0.997021,0.000028,0.000016,0.000002,0.002025,0.000007,0.000002,0.000899
img_01561.jpg,0.021175,0.000389,0.000075,0.000006,0.977119,0.000048,0.000018,0.001170
img_01562.jpg,0.936796,0.004054,0.000022,0.000068,0.000104,0.000045,0.000217,0.058694
img_01571.jpg,0.999741,0.000002,0.000000,0.000000,0.000219,0.000001,0.000002,0.000034
img_01593.jpg,0.999538,0.000081,0.000007,0.000047,0.000100,0.000130,0.000003,0.000095
img_01595.jpg,0.002290,0.000143,0.000002,0.000003,0.997000,0.000059,0.000007,0.000496
img_01616.jpg,0.996617,0.000032,0.000010,0.000009,0.003231,0.000024,0.000031,0.000048
img_01618.jpg,0.960237,0.038946,0.000014,0.000023,0.000406,0.000255,0.000000,0.000118
img_01627.jpg,0.997619,0.000490,0.000016,0.000122,0.000037,0.001687,0.000000,0.000028
img_01632.jpg,0.999365,0.000003,0.000001,0.000001,0.000621,0.000005,0.000000,0.000004
img_01633.jpg,0.213810,0.013086,0.000248,0.015579,0.000062,0.754804,0.000067,0.002345
img_01640.jpg,0.999858,0.000004,0.000002,0.000004,0.000059,0.000002,0.000011,0.000060
img_01646.jpg,0.999973,0.000007,0.000001,0.000003,0.000005,0.000005,0.000000,0.000007
img_01647.jpg,0.204515,0.000101,0.000112,0.000007,0.793580,0.000018,0.000031,0.001637
img_01649.jpg,0.996828,0.000032,0.000305,0.000202,0.002324,0.000181,0.000006,0.000123
img_01657.jpg,0.000003,0.000165,0.999682,0.000000,0.000005,0.000001,0.000001,0.000143
img_01669.jpg,0.006506,0.001014,0.002399,0.975796,0.000070,0.000418,0.012467,0.001331
img_01673.jpg,0.991283,0.000281,0.000034,0.000031,0.005016,0.002269,0.000093,0.000993
img_01681.jpg,0.007006,0.004240,0.000016,0.000002,0.000018,0.000007,0.000013,0.988699
img_01684.jpg,0.902930,0.034157,0.000299,0.001868,0.000221,0.001147,0.000045,0.059332
img_01685.jpg,0.822122,0.034206,0.000454,0.000401,0.007255,0.052955,0.000050,0.082557
img_01687.jpg,0.172560,0.022208,0.000021,0.000022,0.000032,0.000044,0.000054,0.805058
img_01688.jpg,0.970760,0.003285,0.000170,0.000207,0.000267,0.016617,0.001907,0.006787
img_01689.jpg,0.000362,0.000555,0.000509,0.000007,0.000029,0.025918,0.000018,0.972603
img_01716.jpg,0.007689,0.027070,0.000876,0.000091,0.806491,0.044370,0.000221,0.113191
img_01717.jpg,0.385839,0.003351,0.000202,0.000190,0.596946,0.000110,0.000711,0.012649
img_01724.jpg,0.978876,0.000105,0.000192,0.000150,0.000410,0.020081,0.000043,0.000144
img_01745.jpg,0.993808,0.003151,0.000368,0.000160,0.001375,0.000343,0.000033,0.000762
img_01771.jpg,0.995488,0.000981,0.000034,0.001123,0.000103,0.001986,0.000038,0.000247
img_01773.jpg,0.990421,0.001831,0.000009,0.000034,0.000054,0.000026,0.000087,0.007537
img_01781.jpg,0.385335,0.000034,0.000115,0.000142,0.613090,0.000213,0.000016,0.001055
img_01782.jpg,0.005394,0.000467,0.000007,0.000006,0.989558,0.000157,0.000024,0.004387
img_01802.jpg,0.992746,0.000446,0.000035,0.000043,0.003609,0.000186,0.001495,0.001441
img_01803.jpg,0.000059,0.060633,0.935953,0.000003,0.000875,0.000010,0.000006,0.002461
img_01824.jpg,0.211796,0.010658,0.000305,0.014247,0.000061,0.759451,0.000146,0.003336
img_01825.jpg,0.000055,0.999376,0.000261,0.000004,0.000060,0.000003,0.000007,0.000234
img_01831.jpg,0.992592,0.000818,0.000290,0.004764,0.000023,0.001306,0.000005,0.000202
img_01834.jpg,0.029920,0.096523,0.000159,0.000018,0.000172,0.119683,0.000004,0.753521
img_01847.jpg,0.013677,0.002540,0.000108,0.000013,0.000030,0.000005,0.000011,0.983616
img_01853.jpg,0.110859,0.010194,0.000013,0.000013,0.000023,0.000042,0.000020,0.878837
img_01856.jpg,0.998968,0.000121,0.000002,0.000004,0.000491,0.000241,0.000012,0.000162
img_01860.jpg,0.919773,0.000760,0.000111,0.000933,0.061915,0.004373,0.000290,0.011845
img_01862.jpg,0.955575,0.000131,0.000375,0.000173,0.000546,0.043013,0.000017,0.000170
img_01874.jpg,0.962066,0.000128,0.000029,0.000206,0.019039,0.009599,0.000028,0.008906
img_01888.jpg,0.007809,0.003011,0.000582,0.964231,0.000203,0.006121,0.000170,0.017871
img_01918.jpg,0.600265,0.006423,0.004599,0.221684,0.015264,0.008094,0.004108,0.139563
img_01930.jpg,0.962663,0.000121,0.000097,0.000082,0.000076,0.036949,0.000001,0.000011
img_01932.jpg,0.993193,0.002816,0.000165,0.000917,0.000036,0.000214,0.000010,0.002649
img_01955.jpg,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999
img_01963.jpg,0.999505,0.000006,0.000000,0.000000,0.000473,0.000009,0.000003,0.000003
img_01966.jpg,0.997438,0.000289,0.000023,0.000022,0.001675,0.000112,0.000001,0.000441
img_01976.jpg,0.999743,0.000002,0.000001,0.000001,0.000072,0.000002,0.000000,0.000178
img_01983.jpg,0.051315,0.064388,0.013997,0.007902,0.657299,0.002713,0.000627,0.201759
img_01984.jpg,0.307694,0.071363,0.000594,0.000077,0.000015,0.000091,0.000041,0.620125
img_01995.jpg,0.003756,0.072774,0.000904,0.699524,0.000663,0.131706,0.000357,0.090315
img_01996.jpg,0.033025,0.000866,0.000067,0.005332,0.000025,0.960070,0.000015,0.000600
img_02001.jpg,0.987750,0.000532,0.000047,0.000523,0.002091,0.006174,0.000144,0.002739
img_02006.jpg,0.649690,0.280797,0.032382,0.003399,0.000135,0.013257,0.000469,0.019871
img_02066.jpg,0.999792,0.000070,0.000003,0.000003,0.000106,0.000006,0.000000,0.000020
img_02074.jpg,0.999786,0.000017,0.000005,0.000065,0.000055,0.000030,0.000000,0.000043
img_02076.jpg,0.390418,0.591880,0.001816,0.000128,0.010668,0.000207,0.000135,0.004747
img_02077.jpg,0.813643,0.005097,0.000457,0.174692,0.000032,0.005419,0.000082,0.000578
img_02078.jpg,0.210585,0.000093,0.000035,0.000021,0.787866,0.000022,0.000012,0.001367
img_02082.jpg,0.448897,0.000038,0.000380,0.000130,0.510855,0.000426,0.038855,0.000420
img_02083.jpg,0.000098,0.000002,0.000004,0.000001,0.999862,0.000002,0.000001,0.000031
img_02096.jpg,0.999981,0.000009,0.000000,0.000000,0.000003,0.000002,0.000000,0.000004
img_02119.jpg,0.994053,0.001130,0.002155,0.001269,0.000401,0.000721,0.000019,0.000251
img_02124.jpg,0.002519,0.000262,0.000011,0.001079,0.000010,0.996007,0.000002,0.000109
img_02135.jpg,0.000370,0.000004,0.000004,0.000001,0.999606,0.000001,0.000003,0.000012
img_02146.jpg,0.941808,0.000329,0.000131,0.000014,0.057276,0.000087,0.000015,0.000340
img_02159.jpg,0.587341,0.013500,0.008826,0.002489,0.027386,0.357494,0.000542,0.002423
img_02172.jpg,0.917291,0.000315,0.000216,0.000241,0.000318,0.081021,0.000396,0.000202
img_02180.jpg,0.810077,0.014696,0.000139,0.001863,0.001185,0.170005,0.000431,0.001604
img_02188.jpg,0.993941,0.000382,0.000005,0.000054,0.000078,0.000459,0.000183,0.004897
img_02194.jpg,0.789605,0.001262,0.000097,0.000012,0.208662,0.000289,0.000005,0.000068
img_02209.jpg,0.044434,0.001170,0.000067,0.011312,0.000018,0.942569,0.000017,0.000413
img_02216.jpg,0.036616,0.326183,0.080103,0.000380,0.520491,0.000190,0.000587,0.035450
img_02231.jpg,0.436300,0.002276,0.005843,0.042366,0.298423,0.189225,0.001789,0.023778
img_02235.jpg,0.003459,0.009619,0.000516,0.934160,0.000274,0.011944,0.000395,0.039634
img_02252.jpg,0.997116,0.000021,0.000010,0.000006,0.002629,0.000040,0.000140,0.000039
img_02268.jpg,0.997486,0.000097,0.000037,0.000350,0.000070,0.001899,0.000003,0.000057
img_02270.jpg,0.999243,0.000255,0.000016,0.000032,0.000141,0.000282,0.000003,0.000027
img_02281.jpg,0.846905,0.000310,0.001002,0.131994,0.002500,0.001328,0.000043,0.015919
img_02282.jpg,0.000003,0.000001,0.000001,0.000000,0.000000,0.000006,0.000000,0.999990
img_02285.jpg,0.999329,0.000001,0.000002,0.000001,0.000658,0.000006,0.000003,0.000001
img_02291.jpg,0.995267,0.000070,0.000006,0.000003,0.004531,0.000010,0.000001,0.000112
img_02299.jpg,0.955321,0.022205,0.000490,0.000943,0.000119,0.000314,0.000195,0.020412
